"Offense","Count"
"ORAL COPULATION WITH PERSON UNDER 14 OR BY FORCE",1
"ORAL COPULATION WITH PERSON UNDER 16",1
"ORAL COPULATION WITH VICTIM UNDER AGE 18",1
"ORALL COPULATION WITH PERSON UNDER 18",1
"PATRONIZING PROSTITUTION",1
"PC-ORAL COP:-14/ETC OR BY FORCE/ETC",1
"PERFORMING LEWD ACT IN PRESENCE OF A MINOR",1
"PERMITTED SEXUAL ABUSE OF A CHILD",1
"PORNOGRAPHY INVOLVING A MINOR",1
"POSS CHILD PORNOGRAPHY",1
"POSS CHILD POROGRAPHY",1
"POSSES CHILD PORNOGRAPHY",1
"POSSESESSION OF CHILD PORNOGRAPHY",1
"POSSESS COMPUTER WITH CHILD PORNOGRAPHY",1
"POSSESS DEPICTION OF MINOR ENGAGED IN SEXUALLY EXPLICIT CONDITION",1
"POSSESS MATERIAL THAT CONTAINS IMAGES OF CHILD PORNOGRAPHY THAT WAS PRODUCED USING MATERIALS",1
"POSSESS OR VIEW SEXUALLY EXPLICIT CHILD MATERIAL",1
"POSSESSING CHILD PORNOGRAPHY THAT HAD BEEN TRANSPORTED IN INTERSTATE COMMERCE BY COMPUTER",1
"POSSESSION CHILD PORN THRU INTERSTATE COMM",1
"POSSESSION OBSCENE MATERIAL",1
"POSSESSION OF CHILD PORNOGRAPHY DISTRIBUTION OF CHILD PORNOGRAPHY ATTEMPT TO COMMUNICATE INDECENT L",1
"POSSESSION OF CHILD PORNOGRAPHY VIA A COMPUTER",1
"POSSESSION OF COMPUTER CHILD PORNOGRAPHY",1
"POSSESSION OF OBSCENE MATERIAL-CHILD PORNOGRAPHY",1
"POSSESSION OF SEXUALLY EXPLICIT IMAGES OF CHILDREN",1
"POSSESSION OF SEXUALLY EXPLICIT MATERIAL",1
"POSSESSION OR CONTROL OF CHILD PORN",1
"POSSESSION RECEIPT AND DISTRIBUTION OF CHILD PORNOGRAPHY",1
"POSSESSION/RECEIVING CHILD PORNOGRAPHY OVER THE INTERNET",1
"POSSESSSION OF CHILD PORN",1
"PREDATORY CRIM SEX ASSLT/CHILD",1
"PREDATORY CRIMINAL SEXUAL ASSAULT OF A CHILD",1
"PREDATORY CRIMINAL SEXUAL ASSAULT/CHILD",1
"PREDORTORY CRIMINAL SEX ASSAULT WITH A CHILD",1
"PROCURE/ETC CHILD UNDER 14 FOR LEWD ACT",1
"PRODUCTION OF SEXUALLY EXPLICIT CHILD MATERIAL",1
"PROMOT CHILD PORN TO MINOR-2ND DEG",1
"PROMOT PORN 2ND DEGREE",1
"PROMOTE CHILD PORNOGRAPHY",1
"PROMOTING PROSTITUTION",1
"PROMOTION OF PROSTITUTION",1
"PUB DIS EXPLT SEX MATL",1
"PUBLIC INDECENCY",1
"PUBLIC INDECENCY/LEWD EXPOSURE",1
"PUBLIC SEXUAL INDECENCY CONTACT",1
"RAPE - 7 COUNTS",1
"RAPE - INCEST",1
"RAPE 1ST",1
"RAPE 1ST-FORCIBLE COMPULSION",1
"RAPE 2ND",1
"RAPE 2ND DEG",1
"RAPE 3RD",1
"RAPE 4TH DEGREE",1
"RAPE BY FORCE OR FEAR",1
"RAPE BY FORCE/FEAR",1
"RAPE BY THREAT ATTEMPTED",1
"RAPE FIRST DEGREE",1
"RAPE IN CONCERT WITH FORCE OR VIOLENCE",1
"RAPE KNIFE",1
"RAPE OF A CHILD 1ST DEGREE",1
"RAPE OF A CHILD 3RD",1
"RAPE OF A CHILD IN THE 3RD DEGREE",1
"RAPE OF A CHILD W FORCE",1
"RAPE OF A CHILD WITH FORCE",1
"RAPE OF A SPOUSE",1
"RAPE OF MINOR",1
"RAPE OF SPOUSE",1
"RAPE WITH FORCE",1
"RAPE WITH WEAPON",1
"RAPE/INVOLUNTARY SEXUAL ASSAULT",1
"RAPE/MOLESTATION",1
"RECEIPT IN INTERSTATE COMMERCE VIA COMPUTER OF MATERIALINVOLVING THE SEXUAL EXPLOITATION OF MINORS",1
"RECEIPT OF OBSCENITY",1
"RECEIVED AND DISTRIBUTED BY COMPUTER A VISUAL DEPICTION OF MINORS",1
"RECEIVED CHILD PORN",1
"RECEIVEING CHILD PORNONOGRAPHY THROUGH THE MAIL",1
"RECEIVING CHILD PORNOGRAPHY VIA THE INTERNET",1
"RECIEPT OF CHILD PORNOGRAPHY OVER THE INTERNET",1
"SECOND DEGREE SEXUAL ASSAULT OF A CHILD",1
"SECOND DEGREE SEXUAL ASSAULT ON A CHILD",1
"SEX ABUSE 1ST",1
"SEX ABUSE 3RD DEG",1
"SEX ABUSE OF A CHILD-FONDLING",1
"SEX ABUSE OF CHILD",1
"SEX ASLT 2ND DDW/INJURY",1
"SEX ASSAULT",1
"SEX ASSAULT 2ND DEGREE",1
"SEX ASSAULT 3RD DEGREE",1
"SEX ASSAULT CHILD",1
"SEX ASSAULT CHILD ATTEMPT",1
"SEX ASSAULT OF A CHILD",1
"SEX ASSAULT ON A CHILD 2ND DEGREE",1
"SEX ASSAULT ON CHILD",1
"SEX ASSAULT W/CHILD",1
"SEX ASSAULT WITH A CHILD 2ND DEGREE",1
"SEX ASSAULT/CHILD",1
"SEX ASSAULT/CHILD-POSITION OF TRUST",1
"SEX ASSLT 1ST DDW/INJURY",1
"SEX AUBSE 1ST VIC UND 12",1
"SEX EXPLOITATION OF A CHILD",1
"SEX EXPLOITATION OF A MINOR",1
"SEX EXPLOITATION OF CHILD-ATTEMPTED",1
"SEX OFFENSE-AGAINST CHILD FONDLING",1
"SEX OFFENSE - CHILD FONDLING",1
"SEX OFFENSE - CHILD MOLESTING",1
"SEX OFFENSE 3RD DEGREE - FORCE",1
"SEX OFFENSE 4TH DEGREE",1
"SEX OFFENSE AGAINST A CHILD",1
"SEX OFFENSE AGAINST A CHILD-FONDLING",1
"SEX OFFENSE AGAINST CHILD-FONDLING",1
"SEX WITH A MINOR UNDER 16",1
"SEX WITH MINOR",1
"SEX WITH MINOR UNDER 16 YRS OLD",1
"SEXAUL BATTERY",1
"SEXOND DEGREE SEXUAL ASSAULT",1
"SEXUAL ABUSE- 3 COUNTS",1
"SEXUAL ABUSE 3RD DEGREE FELONY",1
"SEXUAL ABUSE 3RD FELONY",1
"SEXUAL ABUSE IN THE 3RD",1
"SEXUAL ABUSE IN THE SECOND",1
"SEXUAL ABUSE MISD",1
"SEXUAL ABUSE OF A CHILD-2ND DEGREE FELONY",1
"SEXUAL ABUSE OF A CHILD 2ND DEGREE",1
"SEXUAL ABUSE OF A CHILD UNDER 16",1
"SEXUAL ABUSE OF A MINOR 2ND DEGREE",1
"SEXUAL ABUSE OF A MINOR SECOND DEGREE",1
"SEXUAL ABUSE OF CHILD",1
"SEXUAL ABUSE OF CHILDREN",1
"SEXUAL ABUSE OF MINOR 2ND DEGREE",1
"SEXUAL ABUSE ON A CHILD",1
"SEXUAL ABUSE ON MINOR",1
"SEXUAL ABUSE THIRD",1
"SEXUAL ABUSE THIRD DEGREE",1
"SEXUAL ACT WITH A CHILD UNDER 12",1
"SEXUAL ACTIVITY WITH A MINOR",1
"SEXUAL ASSAULT 1ST DEGREE - INTRUSION",1
"SEXUAL ASSAULT 1ST DEGREE WITH A CHILD",1
"SEXUAL ASSAULT 2ND DEGREE FELONY",1
"SEXUAL ASSAULT 3RD DEG",1
"SEXUAL ASSAULT 3RD DEGREE-CONTACT WITHOUT CONSENT",1
"SEXUAL ASSAULT 4TH DEG",1
"SEXUAL ASSAULT AND INDECENT LIBERTIES WITH CHILD",1
"SEXUAL ASSAULT CHILD 2ND DEGREE",1
"SEXUAL ASSAULT IN THE 4TH DEGREE",1
"SEXUAL ASSAULT OF A CHILD 3RD DEGREE",1
"SEXUAL ASSAULT OF A CHILD/PROSTITUTION",1
"SEXUAL ASSAULT OF CHILD 2ND DEGREE",1
"SEXUAL ASSAULT OF CHILD 2ND DEGREE FELONY",1
"SEXUAL ASSAULT OF MINOR",1
"SEXUAL ASSAULT ON A CHILD BY ONE IN A POSITION OF TRUST",1
"SEXUAL ASSAULT THIRD DEGREE",1
"SEXUAL ASSAULT WITH CHILD",1
"SEXUAL ASSAULT WITH INTENT TO COMMIT SEXUAL ABUSE",1
"SEXUAL ASSAULT WITHOUT CONSENT 3RD DEGREE",1
"SEXUAL ASSAULT/BATTERY",1
"SEXUAL ASSAULT/VICTIM UNDER 15",1
"SEXUAL ASSLT 2ND DEGREE",1
"SEXUAL BATTERY-WEAPON",1
"SEXUAL BATTERY BY ADULT/VICTIM UNDER 12",1
"SEXUAL BATTERY BY AN AUTHORITY FIGURE",1
"SEXUAL BATTERY BY RESTRAINT",1
"SEXUAL BATTERY OF A MINOR",1
"SEXUAL BATTERY OF A RESTRAINED PERSON",1
"SEXUAL BATTERY/ABUSE",1
"SEXUAL BATTERY/ASSAULT",1
"SEXUAL CARNAL ABUSE",1
"SEXUAL CONDUCT WITH A CHILD UNDER 18",1
"SEXUAL CONDUCT WITH MINORS",1
"SEXUAL CONDUCT WITH PERSON UNDER 14",1
"SEXUAL CONTACT - NO CONSENT",1
"SEXUAL CONTACT WITH A CHILD - AGGRAVATED",1
"SEXUAL CONTACT WITH A MINOR",1
"SEXUAL CONTACT WITHOUT CONSENT",1
"SEXUAL CONTACT/NO CONSENT",1
"SEXUAL EXPLOATION OF A MINOR",1
"SEXUAL EXPLOITATION",1
"SEXUAL EXPLOITATION OF A MINOR CHILD",1
"SEXUAL EXPLOITATION OF A MINOR VIA TELECOMMUNICATIONS",1
"SEXUAL EXPLOITATION OF CHILDREN",1
"SEXUAL EXPOITATION OF CHILD",1
"SEXUAL FELONY ABUSE OF A CHILD",1
"SEXUAL INDECENCY WITH A MINOR",1
"SEXUAL INTERCOURSE W/OUT CONSENT",1
"SEXUAL INTERCOURSE WITH A MINOR",1
"SEXUAL INTERCOURSE WITH MINOR",1
"SEXUAL MISCONDUCT 1ST",1
"SEXUAL MISCONDUCT 3RD DEGREE",1
"SEXUAL MISCONDUCT 4TH DEGREE",1
"SEXUAL MISCONDUT INTERCOURSE WITHOUT CONSENT",1
"SEXUAL OFFENSE-CHILD FONDLING",1
"SEXUAL OFFENSE 3RD DEGREE",1
"SEXUAL OFFENSE AGAINST A CHILD/FONDLING",1
"SEXUAL OFFENSE AGAINST CHILD",1
"SEXUAL PENETRATION FOREIGN OBJECT",1
"SEXUAL PENETRATION W/ FORCE",1
"SEXUAL PERFORMANCE BY A CHILD BY EMPLOYING, AUTHORIZING OR INDUCING A CHILD",1
"SEXUAL SOLICIATATION/INDECENCY WITH A CHILD",1
"SEXUAL SOLICITATION OF A CHILD",1
"SEXUALLY MOTIVATED BURGLARY",1
"SODOMY- CHILD 12 TO 16 YEARS OF AGE",1
"SODOMY 1ST",1
"SODOMY 3RD DEGREE - DOMESTIC ABUSE",1
"SODOMY OF A MINOR",1
"SODOMY OF MINOR",1
"SODOMY VICT UNDER 14",1
"SODOMY WITH A PERSON UNDER 18",1
"SODOMY WITH CHILD",1
"SODOMY WITH CHILD UNDER 16 YEARS OLD",1
"SOLICIT CHILD BY COMPUTER FOR UNLAWFUL SEX ACT",1
"SOLICIT SEXUAL ASSAULT ON A CHILD",1
"SOLICITATION FOR PROSTITUTION",1
"SOLICITATION OF A CHILD FOR SEX",1
"SOLICITATION OF A MINOR",1
"SOLICITATION OF MINOR",1
"SOLICITATION OF SODOMY",1
"SOLICITATION TO COMMIT SEXUAL ABUSE OF A MINOR IN THE 2ND DEGREE",1
"SOLICITING A CHILD",1
"SOLICITING A CHILD VIA COMPUTER",1
"SOLICITING OF A MINOR",1
"SOLICITING SEXUAL CONDUCT WITH A MINOR",1
"STATUTORY RAPE 1ST DEGREE",1
"STATUTORY RAPE 3RD DEGREE",1
"STATUTORY RAPE WITH PRIOR CONVICTION",1
"TOUCHING CHILD FOR LUSTFUL PURPOSES BY PERSON OVER 18 CHILD UNDER AGE 16 GRATIFICATI",1
"TOUCHING CHILD LUSTFUL PURPOSES",1
"TOUCHING/HANDLING ETC CHILD/MENTALLY/DEFECTIVE OR INCAPACITATED PERSON OR PHYSICALLY HELPLESS P",1
"TRAFFIC CHILD PORN",1
"TRAFFICKING OF A PERSON",1
"TRAFFICKING SEX OFFENSE",1
"TRANSFER HARMFUL MATERIAL TO MINORS",1
"TRANSFER OBSCENE MATERIAL TO MINOR",1
"TRANSFERRING OBSCENE MATERIAL TO A MINOR",1
"TRANSPORT MINOR FOR PROSTITUTION",1
"TRANSPORTATION OF A MINOR W/INTENT TO ENGAGE IN SEXUAL ACTIVITY",1
"TRANSPORTATION OF A MINOR WITH THE INTENT TO ENGAGE IN CRIMINAL SEXUAL ACTIVITY",1
"TRANSPORTATION OF CHILD PORN",1
"TRANSPORTATION OF MINOR FOR PURPOSES OF PROSTITUTION",1
"TRANSPORTATION OF OBSCENE MATTER FOR SALE",1
"TRANSPORTING CHILD PORNOGRAPHY",1
"TRANSPORTING CHILD PORNOGRAPHY OVER THE INTERNET",1
"TRANSPORTING FOR PROSTITUTION",1
"TRANSPORTING FOR PURPOSE OF SEXUAL GRATIFICATION",1
"TRAVEL IN INTERSTATE COMMERCE TO ENGAGE IN SEX WITH A MINOR",1
"TRAVEL OUT OF STATE TO ENGAGE IN AN ILLEGAL SEX ACT WITH A MINOR",1
"TRAVEL WITH INTENT TO ENGAGE IN A SEXUAL ACT WITH A MINOR",1
"TRAVEL WITH INTENT TO ENGAGE IN ILLICIT SEXUAL CONDUCT WITH A MINOR",1
"TRAVELING IN INTERSTATE COMMERCE TO ENGAGE IN SEX WITH MINOR",1
"TRAVELING OR USING THE FACILITIES IN INTERSTATE COMMERCE OR PROMOTE MANAGE ESTABLISH OR CARRY-ON A P",1
"TRAVELING TO MEET MINOR TO COMMIT UNLAWFUL SEXUAL OFFENSE",1
"TRAVELING W/INTENT TO ENGAGE IN SEXUAL ACT WITH A JUVENILE",1
"TRAVELING WITH INTENT TO ENGAGE IN ILLICIT SEXUAL CONDUCT WITH MINOR",1
"UNLAWFUL CONTACT OR COMMUNICATION WITH A MINOR",1
"UNLAWFUL DEALING IN MATERIAL DEPICTING CHILD ENGAGED INPROHIBITED SEXUAL ACTIVITY",1
"UNLAWFUL POSSESSION OF CHILD PORNOGRAPHY",1
"UNLAWFUL RESTRAINT",1
"UNLAWFUL SEX W/ AN ANIMAL",1
"UNLAWFUL SEX WITH A MINOR",1
"UNLAWFUL SEXUAL ACTIVITY WITH CERTAIN MINORS",1
"UNLAWFUL SEXUAL ACTIVITY WITH MINORS",1
"UNLAWFUL SEXUAL CONDUCT 2ND DEGREE",1
"UNLAWFUL SEXUAL CONTACT 2ND DEGREE",1
"UNLAWFUL SEXUAL CONTACT SECOND DEGREE",1
"UNLAWFUL SEXUAL CONTACT WITH A MINOR",1
"UNLAWFUL SEXUAL INTERCOURSE W/MINOR",1
"UNLAWFUL SEXUAL INTERCOURSE W/PERSON UNDER 18",1
"UNLAWFUL SEXUAL INTERCOURSE WITH A MINOR",1
"UNLAWFUL USE MINOR AS SUBJECT OF SEXUAL PORTRAYAL",1
"UNLAWFUL VOLUNTARY SEXUAL RELATIONS",1
"UNNATURAL - PERVERTED SEXUAL ACT",1
"USE COMPUTER SERVICE TO SEDUCE/SOLICIT A CHILD",1
"USE ELECTRONIC MEANS FOR CHILD SEX CRIME OR PORN",1
"USE INTERNET TO SOLICIT/ATTEMPT SOLICIT A CHILD FOR SEX/LEWDNESS",1
"USE INTERNET TO SOLICIT/ATTEMPT SOLICIT ETC A CHILD FOR SEX/LEWDNESS ETC",1
"USE OF A SPECILITY OF INTERSTATE COMMERCE TO ATTEMPT TO ENTICE A MINOR TO ENGAGE IN AN UNLAWFUL SEX",1
"USE OF AN INTERSTATE FACILITY TO ENTICE A MINOR TO ENGAGE IN SEXUAL ACTIVITY",1
"USE OF INTERNET TO SOLICIT SEX FROM MINOR",1
"USE OF INTERNET TO SOLICITATE/ATTEMPT SOLICITATION OF A CHILD FOR SEX/LEWDNESS",1
"USE OF INTERSTATE FACILITIES TO PROMOTE PROSTITUTION",1
"USE OF INTERSTATE FACILITIES TO TRANSMIT INFORMATION ABOUT A MINOR",1
"USE OF INTERSTATE FACILITY TO ATTEMPT TO ENTIRE A MINOR TO ENGAGE IN SEXUAL ACTIVITY",1
"USE OF INTERSTATE FACILITY TO ENTICE A MINOR",1
"USE OF INTERSTATE FACILITY TO ENTICE A MINOR TO ENGAGE IN SEX WITH ACTIVITY",1
"USE OF INTERSTATE TELEPHONE LINES TO CORECE A MINOR TO ENGAGE IN CRIMINAL SEXUAL ACTIVITY",1
"USE OF TELEPHONES & COMPUTERIZED ACCESS TO THE INTERNETTO ENTICE AND ATTEMPT TO ENTICE TWO MINORS TO",1
"USE TELECOMMUNICATION DEVICE TO ENTICE A MINOR INTO SEXUAL ACTIVITES",1
"USE/ETC UNDER AGE PERSON OBSCENE MATERIAL",1
"USING A CHILD IN DISPLAY OF SEXUALL EXPLICIT CONDUCT",1
"VICARIOUS SEXUAL GRATIFICATION",1
"VIOLATION OF MINOR 1ST DEGREE",1
"VOLUNTARY SEXUAL INTERCOURSE WITH A CHILD",1
"WRONGFUL POSSESSION OF CHILD PORNOGRAPHY",1
"WRONGFUL SEXUAL CONTACT",1
